id,sku,name,img_link,description,price,active
3471,5414453098371_9837_1600,rhododendron hybride,http://www.peplan.com/foto/pa/9837.jpg,40/+  - c5,5.9900,1
3472,5414453053691_5369_1600,rhododendron hybride,http://www.peplan.com/foto/pa/5369.jpg,60/+  - c10,11.8200,1
3617,5414453021010_2101_1469,athyrium,http://www.peplan.com/foto/pa/2101.jpg,ethyrium,0.7500,1
3555,5414453082172_8217_1427,potentilla,http://www.peplan.com/foto/pa/8217.jpg,frut. danny boy,2.8000,1
3689,5414453181004_18100_1446,adenium,http://www.peplan.com/foto/pa/18100.jpg,maxima,12.4500,1
3699,5414453016153_1615_1253,chamaecyparis,http://www.peplan.com/foto/pa/1615.jpg,snow white,0.7000,1
3700,5414453016177_1617_1253,chamaecyparis,http://www.peplan.com/foto/pa/1617.jpg,snow white,1.4000,1
3704,5414453172477_17247_1253,chamaecyparis,http://www.peplan.com/foto/pa/17247.jpg,white spot,1.1500,1
3711,5414453016269_1626_1253,coniferes mixt,http://www.peplan.com/foto/pa/1626.jpg,mixte 3 - pt 13,1.5000,1
3713,5414453180052_18005_1253,euonymus,http://www.peplan.com/foto/pa/18005.jpg,cathy,0.7500,1
3714,5414453180045_18004_1253,euonymus,http://www.peplan.com/foto/pa/18004.jpg,green spire,0.7500,1
3715,5414453173191_17319_1253,euonymus,http://www.peplan.com/foto/pa/17319.jpg,green spire,1.1500,1
3723,5414453189994_18999_1253,picea,http://www.peplan.com/foto/pa/18999.jpg,conica,1.1500,1
3842,5414453067629_6762_1469,fougeres exterieur,http://www.peplan.com/foto/pa/6762.jpg,mixte,0.8000,1
3796,5414453173627_17362_1469,hemionitis,http://www.peplan.com/foto/pa/17362.jpg,arifolia,0.7500,1
